a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277482,108.92466,34.27657
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277488,108.92527,34.27658
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277506,108.9276,34.27659
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277476,108.92399,34.27655
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277515,108.9291,34.2766
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277512,108.92859,34.2766
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277497,108.92627,34.27659
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277509,108.92809,34.27659
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277500,108.92667,34.27659
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277491,108.92561,34.27658
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277479,108.92434,34.27657
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277503,108.92712,34.27659
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277494,108.92595,34.27659
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277485,108.92495,34.27658
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277455,108.92271,34.27507
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277446,108.92246,34.27442
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277452,108.92259,34.27483
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277449,108.92249,34.27464
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277458,108.92283,34.27533
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277593,108.94387,34.27666
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277596,108.94457,34.27669
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277587,108.94258,34.27663
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277590,108.94321,34.27664
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277578,108.94071,34.2767
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277599,108.94523,34.27673
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277581,108.94128,34.27662
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277602,108.94577,34.27678
a01b8439e1e42ffcd286241b04d9b1b5,f11440a64a0f084fe346a398c62aa9ad,1475277584,108.94193,34.27662
a01b8439e1e42ffcd286241b04d9b1b5,210acc529e4b9fc5546cb58cddcf0846,1475329541,108.94225,34.27108
a01b8439e1e42ffcd286241b04d9b1b5,210acc529e4b9fc5546cb58cddcf0846,1475329556,108.94138,34.2711
a01b8439e1e42ffcd286241b04d9b1b5,210acc529e4b9fc5546cb58cddcf0846,1475329568,108.94076,34.27112
a01b8439e1e42ffcd286241b04d9b1b5,210acc529e4b9fc5546cb58cddcf0846,1475329550,108.94172,34.27109
a01b8439e1e42ffcd286241b04d9b1b5,210acc529e4b9fc5546cb58cddcf0846,1475329544,108.94204,34.27108
a01b8439e1e42ffcd286241b04d9b1b5,210acc529e4b9fc5546cb58cddcf0846,1475329562,108.94106,34.27111
a01b8439e1e42ffcd286241b04d9b1b5,210acc529e4b9fc5546cb58cddcf0846,1475329571,108.94057,34.27113
a01b8439e1e42ffcd286241b04d9b1b5,210acc529e4b9fc5546cb58cddcf0846,1475329532,108.94276,34.27099
a01b8439e1e42ffcd286241b04d9b1b5,210acc529e4b9fc5546cb58cddcf0846,1475329535,108.94262,34.27108
a01b8439e1e42ffcd286241b04d9b1b5,210acc529e4b9fc5546cb58cddcf0846,1475329529,108.94276,34.27099
